!  
! R    D    M    P
2000
0.015999339387960054 6002903390.414434 94145.00892152332 -24666372092.658524
0.01611029718117945 5961510533.783615 96294.99030409321 -24666331104.022778
0.016222024483162772 5920402766.155248 98474.87815468709 -24666289472.1729
0.01633452663056751 5879578124.015732 100685.08835019323 -24666247195.127983
0.01644780899706166 5839034657.374972 102926.0425480272 -24666204270.876415
0.016561876993580405 5798770429.673217 105198.16826642404 -24666160697.37577
0.016676736068584566 5758783517.688577 107501.89896584462 -24666116472.552742
0.016792391708320847 5719072011.445152 109837.67413151138 -24666071594.30299
0.01690884943708389 5679634014.121805 112205.93935708953 -24666026060.491104
0.017026114817480138 5640467641.961564 114607.14642952895 -24665979868.950455
0.017144193450693537 5601571024.181636 117041.75341508367 -24665933017.483135
0.017263090976753073 5562942302.884046 119510.2247465244 -24665885503.859814
0.01738281307480217 5524579632.966917 122013.03131156132 -24665837325.819653
0.017503365463369957 5486481182.0363035 124550.6505424937 -24665788481.0702
0.01762475390064441 5448645130.318708 127123.56650710265 -24665738967.2873
0.017746984184747395 5411069670.5741205 129732.27000080582 -24665688782.114925
0.017870062154011598 5373753008.00973 132377.25864008928 -24665637923.165146
0.01799399368725944 5336693360.194155 135059.0369572374 -24665586388.017944
0.01811878470408383 5299888956.972353 137778.1164963745 -24665534174.221146
0.018244441165130923 5263338040.381036 140535.01591084045 -24665481279.2903
0.018370969072384856 5227038864.564715 143330.26106191642 -24665427700.70853
0.018498374469454404 5190989695.692301 146164.3851189202 -24665373435.92647
0.01862666344186168 5155188811.874294 149037.92866069012 -24665318482.36209
0.018755842117332784 5119634503.080543 151951.43977847576 -24665262837.400616
0.018885916666090508 5084325071.058551 154905.4741802568 -24665206498.39437
0.01901689330114906 5049258829.252369 157900.59529650837 -24665149462.662678
0.01914877827861082 5014434102.7220335 160937.3743874329 -24665091727.49173
0.01928157789796517 4979849228.06357 164016.39065167998 -24665033290.134453
0.019415298502389374 4945502553.329524 167138.23133657308 -24664974147.81038
0.019549946479051592 4911392437.950079 170303.49184986603 -24664914297.705517
0.019685528259415924 4877517252.654674 173512.77587304814 -24664853736.972225
0.019822050319549638 4843875379.39419 176766.69547622185 -24664792462.72907
0.01995951918043249 4810465211.263667 180065.8712345725 -24664730472.06069
0.020097941408268195 4777285152.425545 183410.9323464534 -24664667762.017677
0.02023732361479806 4744333618.033435 186802.51675310874 -24664604329.616405
0.020377672457616815 4711609034.156431 190241.2712600563 -24664540171.83892
0.020518994640490586 4679109837.703919 193727.8516601532 -24664475285.63277
0.02066129691367711 4646834476.350929 197262.9228583679 -24664409667.910904
0.020804586074248167 4614781408.46397 200847.15899828298 -24664343315.551468
0.020948868966414243 4582949103.0274105 204481.24359035084 -24664276225.397717
0.021094152481851435 4551336039.57034 208165.86964192818 -24664208394.25782
0.021240443560030634 4519940708.093946 211901.73978911314 -24664139818.90475
0.021387749188549 4488761608.999395 215689.56643041043 -24664070496.0761
0.021536076403463705 4457797253.016196 219530.07186224882 -24664000422.473934
0.02168543228962803 4427046161.131064 223423.9884163785 -24663929594.764652
0.021835823981029755 4396506864.517284 227372.0585991715 -24663858009.578827
0.02198725866113195 4366177904.464541 231375.03523285556 -24663785663.511024
0.02213974356321604 4336057832.309261 235433.68159870224 -24663712553.119675
0.02229328597072734 4306145209.365399 239548.7715822032 -24663638674.926872
0.022447893217622934 4276438606.8557277 243721.089820257 -24663564025.41827
0.022603572688721995 4246936605.843592 247951.43185039636 -24663488601.042847
0.022760331820058512 4217637797.165131 252240.60426208397 -24663412398.21279
0.02291817809923647 4188540781.361975 256589.4248501048 -24663335413.30331
0.0230771190657875 4159644168.614391 260998.72277008457 -24663257642.652462
0.023237162311531 4130946578.6748996 265469.33869616373 -24663179082.560986
0.023398315480936772 4102446640.8023634 270002.12498085643 -24663099729.292137
0.02356058627149014 4074142993.6964893 274597.9458171246 -24663019579.071487
0.023723982434059637 4046034285.432825 279257.67740269843 -24662938628.086784
0.02388851177326722 4018119173.398169 283982.2081066737 -24662856872.487724
0.024054182147861054 3990396324.226457 288772.4386384175 -24662774308.38582
0.02422100147109089 3962864413.735058 293629.28221881465 -24662690931.854183
0.024388977711086047 3935522126.861538 298553.6647538869 -24662606738.927364
0.024558118891235995 3908368157.6008334 303546.52501081733 -24662521725.601147
0.024728433090573602 3881401208.9428825 308608.8147964141 -24662435887.83237
0.024899928444161015 3854619992.8106666 313741.49913804623 -24662349221.53874
0.02507261314347829 3828023229.9986777 318945.5564670881 -24662261722.59863
0.025246495436814568 3801609650.111831 324221.97880490124 -24662173386.850895
0.025421583629662108 3775377991.504782 329571.77195139637 -24662084210.094673
0.025597886085113004 3749327001.221657 334995.9556762067 -24661994188.089195
0.02577541122425862 3723455434.9362063 340495.56391250837 -24661903316.553562
0.02595416752659185 3697762056.892376 346071.6449535267 -24661811591.16658
0.02613416353041212 3672245639.8452797 351725.261651764 -24661719007.566525
0.02631540783323324 3646904965.0025706 357457.49162098725 -24661625561.350967
0.026497909092194044 3621738821.9662395 363269.42744101264 -24661531248.07653
0.026681676024471915 3596746008.6747866 369162.1768653273 -24661436063.258717
0.026866717407699157 3571925331.3458195 375136.8630315863 -24661340002.37168
0.02705304208038225 3547275604.4190187 381194.6246750245 -24661243060.84802
